ROR ID	Label
00mfqc035	AKVA Group (Norway)
00ayhx656	University of Sussex
00ayhx656	Prifysgol Sussex
057er4c39	Laboratoire Traitement et Communication de l’Information
057er4c39	LTCI
057er4c39	LTCI Lab
05jvrwv37	Istanbul Kültür University
05jvrwv37	İstanbul Kültür Üniversitesi
05jvrwv37	IKU
00rghrr56	Kochi University of Technology
00rghrr56	高知工科大学
00rghrr56	KUT
01td4p294	Thailand Center of Excellence in Physics
01td4p294	ThEP
01td4p294	ThEP Center
023d5h353	Navarre Institute of Health Research
023d5h353	Instituto de Investigación Sanitaria de Navarra
023d5h353	IdisNa
04ee58018	Universidad Juárez Autónoma de Tabasco
04ee58018	UJAT
04ee58018	Instituto Juárez
04jvemc39	Max Planck Institute for Radio Astronomy
04jvemc39	Max-Planck-Institut für Radioastronomie
029ecwj92	Prague University of Economics and Business
029ecwj92	Vysoká škola ekonomická v Praze
029ecwj92	VSE
029ecwj92	Prague School of Economics
029ecwj92	University of Economics Prague
041yg4h55	École Nationale Supérieure de Chimie de Lille
041yg4h55	National Graduate School of Engineering Chemistry of Lille
041yg4h55	ENSCL
041yg4h55	Institut de Chimie de la Faculté des Sciences de Lille
02j1xr113	Ashoka University
02j1xr113	अशोका युनिवर्सिटी
03zd3ta61	Shanxi Normal University
03zd3ta61	SXNU
04022gq47	Measurement Standards Laboratory of New Zealand
04022gq47	MSL
053xn4v04	International Center for Quantum-field Measurement Systems for Studies of the Universe and Particles
053xn4v04	量子場計測システム国際拠点
053xn4v04	QUP
053xn4v04	Ryoushiba Keisoku Shisutemu Kokusai Kyoten
053xn4v04	Ryōshiba Keisoku Shisutemu Kokusai Kyoten
053xn4v04	りょうしばけいそくシステムこくさいきょてん
053xn4v04	リョウシバケイソクシステムコクサイキョテン
02d3fj342	Hubei University of Technology
02d3fj342	湖北工业大学
02d3fj342	HBUT
027pk6j83	Madrid Institute for Advanced Studies
027pk6j83	IMDEA
02yqqv993	Sechenov University
02yqqv993	Первый московский государственный медицинский университет имени И. М. Сеченова
02yqqv993	MSMU
02yqqv993	Federal State Autonomous Educational Institution of Higher Education I.M. Sechenov First Moscow State Medical University of the Ministry of Health of the Russian Federation
02yqqv993	Moscow Medical Academy
03eyq4y97	Hamad bin Khalifa University
03eyq4y97	HBKU
047dqcg40	Korea University
047dqcg40	고려대학교
047dqcg40	Bosung College
047dqcg40	Bosung Professional College
02sps0775	Chubu University
02sps0775	中部大学
02sps0775	Chūbu Daigaku
00em04n91	Moscow State University of Civil Engineering
00em04n91	Московский Государственный Строительный Университет
00em04n91	MGSU
00em04n91	МГСУ
00em04n91	Moscow Institute of Civil Engineering named after V.V. Kuybyshev
03h4zjr91	Carnegie Observatories
03h4zjr91	Carnegie Institution of Washington
05vhczg54	Feng Chia University
05vhczg54	Féngjiǎ Dàxué
048dd0611	Institute of Semiconductors
048dd0611	中国科学院半导体研究所
048dd0611	IOS
00k4v9x79	Higher University of San Andrés
00k4v9x79	Universidad Mayor de San Andrés
00k4v9x79	UMSA
03ram9582	Shiraume Gakuen University
03ram9582	白梅学園大学
02f42pw58	Yunnan Observatories
02f42pw58	云南天文台
02f42pw58	YAO
02f42pw58	YNAO
02f42pw58	Yunnan Astronomical Observatory
01c2cjg59	Institut de Biologie Paris-Seine
01c2cjg59	IBPS
01c2cjg59	Institute of Biology Paris-Seine
01hq89f96	Centre Hospitalier Universitaire de Bordeaux
01hq89f96	CHU
01hq89f96	CHU de Bordeaux
0242cby63	L. N. Gumilyov Eurasian National University
0242cby63	Евразийский национальный университет имени Л. Н. Гумилёва
0242cby63	Еуразия ұлттық университеті
0242cby63	ENU
0242cby63	Eurasian National University
02ne6gz21	Stavropol State Agrarian University
02ne6gz21	Ставропольский государственный аграрный университет
05rb1q636	Istituto Nazionale Genetica Molecolare
05rb1q636	INGM
046sh6j17	Birla Institute of Technology and Science, Pilani - Goa Campus
046sh6j17	BPGC
046sh6j17	BITS Pilani, Goa Campus
046sh6j17	Birla Institute of Technology and Science, Pilani - K. K. Birla Goa Campus
02hrree94	Gomel State Medical University
02hrree94	Гомельский государственный медицинский университет
02hrree94	Гомельскі дзяржаўны медыцынскі ўніверсітэт
02hrree94	Gomel State Medical Institute
02hrree94	Homiel State Medical University
035vb3h42	University Children's Hospital Zurich
035vb3h42	Kinderspital Zürich
027k65916	Jet Propulsion Laboratory
027k65916	Laboratorio de Propulsión a Chorro
027k65916	JPL
027k65916	Jet Propulsion Lab
027k65916	Jet Propulsion Laboratory, California Institute of Technology
00sdcjz77	Shenzhen Bay Laboratory
00sdcjz77	深圳湾实验室
00sdcjz77	SZBL
00xy44n04	Yamagata University
00xy44n04	山形大学
00xy44n04	YU 
00xy44n04	Yamagata daigaku
01hynnt93	Central Institute of Mental Health
01hynnt93	Zentralinstitut für Seelische Gesundheit
01hynnt93	CIMH
01hynnt93	ZI
01hynnt93	ZI Mannheim
003eaqr04	Technological University of the Mixteca
003eaqr04	Universidad Tecnológica de la Mixteca
003eaqr04	UTM
05abgg682	Institut de minéralogie, de physique des matériaux et de cosmochimie
05abgg682	IMPMC
05abgg682	Institut de Minéralogie et de Physique des Milieux Condensés
05abgg682	Institute of Mineralogy, Materials Physics and Cosmochemistry
05abgg682	UMR 7590
0593kfr97	Urgench State University
0593kfr97	Urganch davlat universiteti
0593kfr97	Al-Xorazmiy nomidagi Urganch Davlat Universiteti
0593kfr97	Urgench State University named after Al-Khorezmi
04v2j2k71	Xi'an University of Architecture and Technology
04v2j2k71	西安建筑科技大学
04v2j2k71	XAUAT
03mj71j26	Industrial University of Ho Chi Minh City
03mj71j26	Trường Đại học Công nghiệp Thành phố Hồ Chí Minh
03mj71j26	HUI
03mj71j26	IUH
03mj71j26	Ho Chi Minh University of Industry
045ktmd28	Laboratoire National des Champs Magnétiques Intenses
045ktmd28	LNCMI
045ktmd28	French National High Magnetic Field Laboratory
045ktmd28	National Laboratory for Intense Magnetic Fields
04ye9fj05	Surgut State Pedagogical University
04ye9fj05	Сургутский Государственный Педагогический Университет
02avqqw26	California State University, Fullerton
02avqqw26	Universidad Estatal de California
02avqqw26	Université d'État de californie à fullerton
02avqqw26	CSUF
02avqqw26	Cal State Fullerton
00mkhxb43	University of Notre Dame
00mkhxb43	Université notre-dame
03te2zs36	Beijing Language and Culture University
03te2zs36	北京语言大学
03te2zs36	BLCU
03te2zs36	Beijing Language Institute
03te2zs36	Higher Preparatory School for Foreign Students
05v509s40	Université Le Havre Normandie
05v509s40	ULHN
05v509s40	University of Le Havre
05v509s40	University of Le Havre Normandie
05v509s40	Université du Havre
05v509s40	Université du Havre Normandie
02nre0x31	Dan L Duncan Comprehensive Cancer Center
02nre0x31	DLDCCC
02nre0x31	Comprehensive Cancer Center at Baylor College of Medicine
02nre0x31	Duncan Cancer Center
02nre0x31	Duncan Comprehensive Cancer Center
058t7m662	Ivanovo State Polytechnic University
058t7m662	Ивановского государственного политехнического университета
058t7m662	ISPU
058t7m662	ИВГПУ
03s65by71	University of California, Santa Cruz
03s65by71	Universidad de California en Santa Cruz
03s65by71	Université de Californie à Santa Cruz
03s65by71	UCSC
03s65by71	UC Santa Cruz
00qfnf017	Colegio de Postgraduados
00qfnf017	COLPOS
0198j4566	Universidad de Las Américas
0198j4566	UDLA
029t9db68	Tashkent State University of Economics
029t9db68	Toshkent Davlat Iqtisodiyot Universiteti
029t9db68	Ташкентский государственный экономический университет
029t9db68	TDIU
029t9db68	TSUE
010fszt18	State Key Laboratory of Optoelectronic Materials and Technology
010fszt18	光电材料与技术国家重点实验室
010fszt18	State Key Lab of Optoelectronic Materials and Technology
02nkf1q06	University of Essex
03yghzc09	University of Exeter
03yghzc09	Prifysgol Caerwysg
0561n6946	Romanian Academy
0561n6946	Academia Română
0561n6946	Societatea Academică Romînă
0561n6946	Societatea Literară Română
00kftxm09	Boreskov Institute of Catalysis
00kftxm09	Institute of Catalysis
00kftxm09	Федеральное государственное бюджетное учреждение науки Институт катализа им. Г.К. Борескова Сибирского отделения Российской академии наук
00kftxm09	BIC
00kftxm09	Federal State Institution of Science Institute of Catalysis. GK Boreskov Siberian Branch of the Russian Academy of Sciences
042k5fe81	Yancheng Teachers University
042k5fe81	YTU
01r4q9n85	University of Macau
01r4q9n85	Universidade de Macau
01r4q9n85	UM
01r4q9n85	University of East Asia
04wgyjv21	Le Quy Don Technical University
04wgyjv21	Đại học Kỹ thuật Lê Quý Đôn
04wgyjv21	Le Quy Don University of Science and Technology
046ak2485	Freie Universität Berlin
046ak2485	FU
046ak2485	FU Berlin
046ak2485	Free University of Berlin
01vxfm326	Corvinus University of Budapest
01vxfm326	Budapesti Corvinus Egyetem
051prj435	Bishop's University
051prj435	Université Bishop
05apxxy63	Korea Advanced Institute of Science and Technology
05apxxy63	한국과학기술원
05apxxy63	KAIST
00rqy9422	The University of Queensland
00rqy9422	UQ
00rqy9422	University of Queensland
03am10p12	Amrita Vishwa Vidyapeetham
03am10p12	അമൃത വിശ്വവിദ്യാപീഠം
03am10p12	Amrita University
03am10p12	Amrita Vishwa Vidyapeetham University
00m4rwq02	Christopher Newport University
00m4rwq02	CNU
00m4rwq02	Christopher Newport College
04k83g518	Concordia University Wisconsin
04k83g518	CUW
00wdq3744	Thapar Institute of Engineering & Technology
00wdq3744	ਥਾਪਰ ਯੂਨੀਵਰਸਿਟੀ
00wdq3744	Thapar Institute of Engineering and Technology
00wdq3744	Thapar University
058kzsd48	Paderborn University
058kzsd48	Universität Paderborn
04h4t0r16	International Committee of the Red Cross
04h4t0r16	ICRC
0265w5591	IBM Research - Thomas J. Watson Research Center
0265w5591	Thomas J. Watson Research Center
00h9jrb69	University of Valparaíso
00h9jrb69	Universidad de Valparaíso
00h9jrb69	UV
02avf8f85	Institut de Physique des 2 Infinis de Lyon
02avf8f85	Institute of Physics of 2 Infinities of Lyon
02avf8f85	IP2I
02avf8f85	Institut de Physique des Deux Infinis de Lyon
02avf8f85	Institute of Physics of Two Infinities of Lyon
01yjw8d43	Mari State University
01yjw8d43	Марийский государственный университет
01yjw8d43	MarGU
01yjw8d43	МарГУ
00tp8bz22	State Key Laboratory of Nuclear Physics and Technology
00tp8bz22	核物理与核技术国家重点实验室
00tp8bz22	State Key Lab of Nuclear Physics and Technology
003n8re58	Shanghai Astronomical Observatory
003n8re58	中国科学院上海天文台
003n8re58	SHAO
01ydxj048	Rice Institute
00wk2mp56	Beihang University
00wk2mp56	北京航空航天大学
00wk2mp56	BUAA
00wk2mp56	Beijing University of Aeronautics and Astronautics
03f27y887	Universidad Nacional de Asunción
03f27y887	National University of Asuncion
03f27y887	UNA
051q2m369	Hankuk University of Foreign Studies
051q2m369	한국외국어대학교
051q2m369	HUFS
05r8dqr10	University of Rijeka
05r8dqr10	Sveučilište u Rijeci
02t3wzq80	Palm Beach State College
02t3wzq80	PBSC
00pb8h375	Bauman Moscow State Technical University
00pb8h375	Московский государственный технический университет имени Н. Э. Баумана
00pb8h375	BMSTU
00pb8h375	MSTU
00pb8h375	Bauman MSTU
00pb8h375	Bauman School
021a3gb32	Nizhny Novgorod Academy of the Ministry of Internal Affairs of Russia
021a3gb32	НИЖЕГОРОДСКАЯ АКАДЕМИЯ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ
02956yf07	University of Tsukuba
02956yf07	筑波大学
02956yf07	Tsukuba daigaku
04hx9jj82	Kanda University of International Studies
04hx9jj82	神田外語大学
04hx9jj82	KUIS
01p38cj84	Institute of Applied Computing & Community Code
01p38cj84	IAC3
01p38cj84	Institut d'Aplicacions Computacionals de Codi Comunitari
01p38cj84	Institute of Applied Computing and Community Code
01p38cj84	Institute of Applied Computing with Community Code
01p38cj84	Instituto de Aplicaciones Computacionales de Código Comunitario
041xya991	University of Wisconsin School of Medicine and Public Health
041xya991	UWSMPH
01azrym08	M.N. Mikheev Institute of Metal Physics
01azrym08	Институт физики металлов имени М.Н. Михеева Уральского отделения РАН
01azrym08	IMP UB RAS
01azrym08	Federal State Institution of Science of the Order of the Red Banner Institute of Metal Physics, Ural Branch of the Russian Academy of Sciences
01azrym08	Ural Physico-Technical Institute
01drq0835	Ton Duc Thang University
01drq0835	Trường Đại học Tôn Đức Thắng
01drq0835	TDTU
01drq0835	Ton Duc Thang Private Technology University
03tq10v65	Fondazione ICSC Centro Nazionale di Ricerca in High Performance Computing, Big Data e Quantum Computing
03tq10v65	Centro Nazionale di Ricerca in HPC, Big Data and Quantum Computing
03tq10v65	Fondazione ICSC
03tq10v65	ICSC Centro Nazionale di Ricerca in High Performance Computing, Big Data e Quantum
00r63rv29	Universidad Politécnica de Pachuca
00r63rv29	UPP
009eqmr18	Center for Research and Advanced Studies of the National Polytechnic Institute
009eqmr18	Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional
009eqmr18	CINVESTAV-IPN
03q397159	Data61
03q397159	NICTA
03q397159	Australia's Information and Communications Technology
03q397159	National ICT Australia
033y26782	Mitsubishi Electric (Japan)
033y26782	三菱電機
033y26782	Mitsubishi Denki Kabushiki-Gaisha
000zamq06	Franklin W. Olin College of Engineering
000zamq06	Olin
000zamq06	Olin College
01y0j0j86	Northwestern Polytechnical University
01y0j0j86	西北工业大学
01y0j0j86	NPU
01y0j0j86	NWPU
01y0j0j86	State Northwest Institute of Engineering
01y0j0j86	Xīběi Gōngyè Dàxué
01y0j0j86	Северо-западный политехнический университет
03rq94151	Institute of Astronomy and Space Physics
03rq94151	Instituto de Astronomía y Física del Espacio
03rq94151	IAFE
03rq94151	CONICET-UBA
0087djs12	Max Planck Institute for Dynamics and Self-Organization
0087djs12	Max-Planck-Institut für Dynamik und Selbstorganisation
039fj2469	Observatoire de la Côte d’Azur
039fj2469	Observatoire de la côte d'azur
039fj2469	OCA
03anxx281	Phenikaa University
03anxx281	Đại học PHENIKAA
024c2fq17	Sharif University of Technology
024c2fq17	دانشگاه صنعتی شریف
024c2fq17	SUT
024c2fq17	Aryamehr University of Industry
024c2fq17	Dāneshgāh-e San'ati-ye Sharif
01r4bn552	Von Karman Institute for Fluid Dynamics
01r4bn552	Institut von karman de dynamique des fluides
01r4bn552	Von Karman Institut für Strömungsmechanik
01r4bn552	VKI
00mgss748	3M (United States)
00mgss748	Minnesota Mining and Manufacturing
02ets8c94	Indiana University School of Medicine
02ets8c94	IUSM
02ets8c94	IU School of Medicine
04dndfk38	University of Bío-Bío
04dndfk38	Universidad del Bío-Bío
04dndfk38	UBB
05b0f8e85	Orenburg State University
05b0f8e85	Оренбургский государственный университет
05b0f8e85	OSU
05b0f8e85	ОГУ
05b0f8e85	Orenburg Polytechnic Institute
05b0f8e85	Orenburg State Technical University
001tmjg57	University of Kansas
001tmjg57	Universidad de Kansas
001tmjg57	Université du kansas
001tmjg57	KU
006vs7897	National University of San Marcos
006vs7897	Universidad Nacional Mayor de San Marcos
006vs7897	UNMSM
05crjpb27	Bocconi University
05crjpb27	Università Commerciale Luigi Bocconi
05crjpb27	Wirtschaftsuniversität Luigi Bocconi
000nbq540	State Key Laboratory of Surface Physics
000nbq540	应用表面物理国家重点实验室
000nbq540	State Key Lab of Surface Physics
001rdaz60	Bavarian Academy of Sciences and Humanities
001rdaz60	Bayerische Akademie der Wissenschaften
001rdaz60	BADW
01b8h3982	Université de Bretagne Occidentale
01b8h3982	UBO
01b8h3982	Bretagne Occidentale University
01b8h3982	University of Western Brittany
01b8h3982	Université de Brest
011hc8f90	DEVCOM Army Research Laboratory
011hc8f90	ARL
011hc8f90	U.S. Army DEVCOM Army Research Laboratory
011hc8f90	U.S. Army Research Laboratory
011hc8f90	United States Army DEVCOM Army Research Laboratory
011hc8f90	United States Army Research Laboratory
01wxdvj03	Federal Reserve Bank of Cleveland
01wxdvj03	Cleveland Fed
02sshz518	Western Illinois University
02sshz518	WIU
0020snb74	École de Technologie Supérieure
0020snb74	ÉTS
031z68d90	Institut Universitaire de Gériatrie de Montréal
031z68d90	IUGM
03sjvjt84	State Key Laboratory of Superhard Materials
03sjvjt84	超硬材料国家重点实验室
03sjvjt84	State Key Lab of Superhard Materials
0056pyw12	Shanghai University of Sport
0056pyw12	上海体育学院
0056pyw12	Shanghai Institute of Physical Education
0056pyw12	上海體育大學
04att9732	Minnesota State University, Mankato
04att9732	Université d'État du Minnesota
04att9732	MSU
04att9732	Mankato Normal School
04att9732	Mankato State College
04att9732	Mankato State Teachers College
04att9732	Mankato State University
04sk34n56	Total (France)
04sk34n56	CFP
04sk34n56	Compagnie française des pétroles
006sgpv47	Université Ibn Zohr
006sgpv47	جامعة ابن زهر
043kppn11	Swedish Institute of Space Physics
043kppn11	Institutet för rymdfysik
043kppn11	Ruotsin avaruusfysiikan laitos
043kppn11	IRF
0432jq872	Mississippi State University
0432jq872	Université d'État du Mississippi
0432jq872	MSU
0432jq872	Mississippi State University of Agriculture and Applied Science
038jp4m40	National Centre of Scientific Research "Demokritos"
038jp4m40	Εθνικό Κέντρο Έρευνας Φυσικών Επιστημών Δημόκριτος
038jp4m40	NCSR
038jp4m40	NCSR-D
038jp4m40	Demokritos
038jp4m40	NCSR Demokritos
038jp4m40	ΕΚΕΦΕ "Δημόκριτος"
038jp4m40	ΕΚΕΦΕ-Δ, ETHNIKO KENTRO EREVNAS FYSIKON EPISTIMON 'DIMOKRITOS'
01ej9dk98	The University of Melbourne
01ej9dk98	Melbourne University
01ej9dk98	University of Melbourne
01cs0jg44	Ho Chi Minh City University of Education
01cs0jg44	Trường Đại học Sư phạm Thành phố Hồ Chí Minh
01cs0jg44	HCMUE
01cs0jg44	HCMUP
01cs0jg44	Ho Chi Minh City Pedagogical University
02hhwgd43	University of Sarajevo
02hhwgd43	Sveučilište u Sarajevu
02hhwgd43	Univerzitet u Sarajevu
02hhwgd43	Универзитет у Сарајеву
02hhwgd43	Univerzitet u Sarajevu/Универзитет у Сарајеву
03czfpz43	Emory University
01y9bpm73	University of Göttingen
01y9bpm73	Georg-August-Universität Göttingen
01y9bpm73	GAU
01skt4w74	Beijing Institute of Technology
01skt4w74	北京理工大学
01skt4w74	BIT
04zy24864	Institute of Thermophysics
04zy24864	Федеральное государственное бюджетное учреждение науки Институт теплофизики Уральского отделения Российской академии наук
04zy24864	IT SB RAS
04zy24864	Federal State Institution of Science Institute of Thermophysics. SS Kutateladze Siberian Branch of the Russian Academy of Sciences
04zy24864	Institute of Thermal Physics SB RAS
044rgx723	Inner Mongolia University of Science and Technology
044rgx723	内蒙古科技大学
044rgx723	IMUST
044rgx723	Baotou Steel and Iron Institute
00dvg7y05	Boston Children's Hospital
00dvg7y05	Children's Hospital Boston
00dvg7y05	The Boston Children's Hospital
05wawjf63	Baku Engineering University
02d0fkx94	Taiyuan Institute of Technology
048a87296	Uppsala University
048a87296	Uppsala universitet
048a87296	Uppsalan yliopisto
005bk2339	Max Planck Institute for Solid State Research
005bk2339	Max-Planck-Institut für Festkörperforschung
05580ht21	Chengdu Sport University
05580ht21	成都体育学院
03yyd7552	National Institute of Technology Calicut
03yyd7552	राष्ट्रीय संस्थान प्रौद्योगिकी, कालीकट
03yyd7552	നാഷണല്‍ ഇന്‍സ്റ്റിറ്റ്യൂട്ട് ഓഫ് ടെക്നോളജി കാലിക്കറ്റ്‌
03yyd7552	CREC
03yyd7552	NITC
03yyd7552	Calicut Regional Engineering College
015w4v032	Centro Nacional de Biotecnología
015w4v032	CNB
015w4v032	National Center for Biotechnology
015w4v032	Spanish National Center for Biotechnology
02x681a42	Swiss Federal Laboratories for Materials Science and Technology
02x681a42	Eidgenössische Materialprüfungs- und Forschungsanstalt
02x681a42	Laboratoire fédéral d'essai des matériaux et de recherche
02x681a42	EMPA
034vpja60	Universidade Federal de Alfenas
034vpja60	Federal University of Alfenas
034vpja60	Unifal-MG
0385nmy68	Ministry of Industry and Information Technology
0385nmy68	中华人民共和国工业和信息化部
0385nmy68	MIIT
01tjs6929	Universidad Nacional de La Plata
01tjs6929	National University of La Plata
01tjs6929	Université nationale de la plata
01tjs6929	UNLP
053fp5c05	Ewha Womans University
053fp5c05	이화여자대학교
02vf4sk45	Institute of Evolutionary Physiology and Biochemistry
02vf4sk45	Федеральное государственное бюджетное учреждение науки Институт эволюционной физиологии и биохимии им. И.М. Сеченова Российской академии наук
02vf4sk45	IEPHB 
02vf4sk45	IEPhB RAS
02vf4sk45	Federal State Institution of Science Institute of Evolutionary Physiology and Biochemistry. THEM. Sechenov, Russian Academy of Sciences ( SPbNTs RAS )
02vf4sk45	Sechenov Institute of Evolutionary Physiology and Biochemistry of the Russian Academy of Sciences
04wa91k02	Kuban State Medical University
04wa91k02	Кубанский государственный медицинский университет
03y3e3s17	Shanxi University
03y3e3s17	山西大学
03y3e3s17	SXU
03y3e3s17	Shānxī Dàxué
03xqtf034	The Netherlands Cancer Institute
03xqtf034	Nederlands Kanker Instituut
03xqtf034	NKI
03xqtf034	NKI-AVL
03xqtf034	Nederlands Kanker Instituut - Antoni van Leeuwenhoekziekenhuis
03xqtf034	Netherlands Cancer Institute
03xqtf034	Netherlands Cancer Institute - Antoni van Leeuwenhoek Hospital
05jk51a88	Nihon University
05jk51a88	日本大学
05jk51a88	Nihon Daigaku
041kdhz15	University of Buea
041kdhz15	Université de Buea
041kdhz15	UB
002kenh51	Jerusalem College of Technology
002kenh51	המרכז האקדמי לב
002kenh51	JCT
002kenh51	Lev Academic Center
044gnjv68	Pyatigorsk State University
044gnjv68	Пятигорский государственный университет
044gnjv68	PSLU
003ncxf91	China University of Mining and Technology - Beijing
003ncxf91	中国矿业大学（北京）
003ncxf91	CUMTB
03s7gtk40	Leipzig University
03s7gtk40	Universität Leipzig
04gf7fp41	Østfold University College
04gf7fp41	Høgskolen i Østfold
04gf7fp41	HiØ
05w1q1c88	Policlinico San Matteo Fondazione
00mm1qk40	PLA Information Engineering University
00mm1qk40	中国人民解放军信息工程大学
04r8a1r80	Khmelnytskyi National University
04r8a1r80	Chmielnicki Uniwersytet Narodowy
04r8a1r80	Хмельницкий национальный университет
04r8a1r80	Хмельницький національний університет
04r8a1r80	KhNU
02fha3693	University Hospitals of Leicester NHS Trust
03nqkz164	ETH Zürich Foundation
03nqkz164	ETH Foundation
03angcq70	University of Birmingham
03angcq70	Prifysgol Birmingham
03angcq70	Birmingham University
01qz5mb56	Oak Ridge National Laboratory
01qz5mb56	ORNL
01qz5mb56	Office of Science Oak Ridge National Laboratory
01qz5mb56	United States Department of Energy Office of Science Oak Ridge National Laboratory
05pjsgx75	Indian Institute of Technology Kanpur
05pjsgx75	Institut indien de technologie de kanpur
05pjsgx75	भारतीय तंत्रज्ञान संस्था, कानपूर
05pjsgx75	भारतीय प्रौद्योगिकी संस्थान कानपुर
05pjsgx75	আইআইটি কানপুর
05pjsgx75	இந்திய தொழில்நுட்பக் கழகம் கான்பூர்
05pjsgx75	ഇന്ത്യൻ ഇൻസ്റ്റിറ്റ്യൂട്ട് ഓഫ് ടെക്നോളജി കാൺപൂർ
05pjsgx75	IITK
05pjsgx75	IIT Kanpur
0072zz521	University of Massachusetts Amherst
0072zz521	Universidad de Massachusetts Amherst
0072zz521	Université du massachusetts à amherst
0072zz521	UMass Amherst
00ft6nj33	Shenyang Institute of Automation
00ft6nj33	中国科学院沈阳自动化研究所
00ft6nj33	SIA
020hgte69	Fermi National Accelerator Laboratory
020hgte69	Fermilab
020hgte69	National Accelerator Laboratory
020hgte69	U.S. Department of Energy Office of Science Fermi National Accelerator Laboratory
020hgte69	United States Department of Energy Office of Science Fermi National Accelerator Laboratory
03kqpb082	Czech Technical University in Prague
03kqpb082	České vysoké učení technické v Praze
03kqpb082	ČVUT
00h6set76	Utah State University
00h6set76	Universidad Estatal de Utah
00h6set76	Université d'État de l'utah
00h6set76	USU
001aevc89	Laboratoire d'Acoustique de l'Université du Mans
001aevc89	LAUM
03qt1g669	Yuncheng University
03qt1g669	运城学院
03qt1g669	Yuncheng Advanced Training College
00nzsxq20	National Centre for Nuclear Research
00nzsxq20	NCBJ
00nzsxq20	Narodowe Centrum Badań Jądrowych
034mgds22	Siberian State University of Water Transport
034mgds22	Сибирский государственный университет водного транспорта
034mgds22	SSUWT
034mgds22	Novosibirsk university of water transport engineers
05f0yaq80	Stockholm University
05f0yaq80	Stockholms universitet
05f0yaq80	Tukholman yliopisto
00y4zzh67	George Washington University
00y4zzh67	Universidad George Washington
00y4zzh67	GW
00y4zzh67	GWU
05p8d2v16	Bengbu University
05p8d2v16	蚌埠学院
051j8zv27	Osaka Kyoiku University
051j8zv27	大阪教育大学
051j8zv27	OKU
051j8zv27	Ōsaka Kyōiku Daigaku
02fj6b627	Guangxi University of Science and Technology
02fj6b627	广西科技大学
02fj6b627	GXUST
02fj6b627	Guangxi Institute of Petroleum and Chemical Engineering
02fj6b627	Guangxi Light Industry College
02fj6b627	Guangxi Mechanical Engineering College
02fj6b627	Guangxi University of Technology
028pmsz77	James Madison University
028pmsz77	Universidad James Madison
028pmsz77	JMU
04dx82x73	Nanning Normal University
04dx82x73	南宁师范大学
04dx82x73	Guangxi Teacher Education University
04dx82x73	Guangxi Teachers Training College
004je0088	Wuhan Sports University
004je0088	武汉体育学院
004je0088	WIPE
004je0088	Wuhan Institute of Physical Education
029me2q51	Egyptian Russian University
029me2q51	الجامعة الروسية المصرية
029me2q51	ERU
0079gpv38	Universidad Autónoma del Estado de México
0079gpv38	Autonomous University of Mexico State
0079gpv38	UAEMEX
0079gpv38	UAEMéx
034cj1z12	Forestry and Game Management Research Institute
034cj1z12	FGMRI
034cj1z12	VÚLHM
034cj1z12	Výzkumný Ustav Lesního Hospodářství a Myslivosti
048qnr849	Aswan University
048qnr849	جامعة أسوان
03jdj4y14	Nvidia (United States)
03jdj4y14	NVIDIA Corporation
02tfv4t78	Corning (United States)
02tfv4t78	Corning Glass Works
04eexme77	Autonomous University of Chiapas
04eexme77	Universidad Autónoma de Chiapas
04eexme77	UNACH
031333553	Voronezh Institute of the Federal Penitentiary Service of Russia
031333553	Воронежский институт ФСИН России
02wn5qz54	University of St Andrews
02wn5qz54	Prifysgol St Andrews
02wn5qz54	St Andrews University
017cjz748	Ulsan National Institute of Science and Technology
017cjz748	울산과학기술대학교
017cjz748	UNIST
017cjz748	Ulsan Gwahak Gisul Daehakgyo
01an7q238	University of California, Berkeley
01an7q238	Universidad de California en Berkeley
01an7q238	Université de Californie à Berkeley
01an7q238	UCB
01an7q238	Cal Berkeley
01an7q238	UC Berkeley
01an7q238	University of California at Berkeley
0086rpr26	University of Sargodha
0523b6g79	Dalian Ocean University
0523b6g79	大连海洋大学
0523b6g79	DOU
01cxn9s23	State Key Laboratory of Spectroscopy and Atomic and Molecular Physics
01cxn9s23	波谱与原子分子物理国家重点实验室
01cxn9s23	State Key Lab of Spectroscopy and Atomic and Molecular Physics
01vx64p53	Istituto Nazionale di Alta Matematica Francesco Severi
01vx64p53	INdAM
01vx64p53	Istituto Nazionale di Alta Matematica
02czkny70	Hefei University of Technology
02czkny70	合肥工业大学
02czkny70	HFUT
04xrcta15	Munich Center for Quantum Science and Technology
04xrcta15	MCQST
03zjvnn91	Edinburgh Napier University
03t2f0a12	Institut des NanoSciences de Paris
03t2f0a12	Institute of NanoSciences of Paris
03t2f0a12	INSP
03t2f0a12	Paris Institute of Nanosciences
032d0e990	Indian Institute of Science Education and Research, Tirupati
032d0e990	IISER
032d0e990	IISER Tirupati
0412y9z21	Far Eastern Federal University
0412y9z21	Дальневосточный федеральный университет
0412y9z21	Dalnevostochny federalny universitet
03aydme10	Scuola Normale Superiore
03aydme10	SNS
03aydme10	Scuola Normale Superiore di Pisa
03aydme10	École Normale Supérieure de Pise
02ttsq026	University of Colorado Boulder
02ttsq026	Universidad de Colorado en Boulder
02ttsq026	Université du Colorado à Boulder
02ttsq026	UCB
